,station,valid,tmpf,dwpf,relh,feel
4802,DFW,2020-01-16 04:53,60.1,48.0,64.26,
4815,DFW,2020-01-16 05:53,59.0,46.9,64.12,
4828,DFW,2020-01-16 06:53,57.0,46.9,68.9,
4841,DFW,2020-01-16 07:53,57.0,48.0,71.81,
4846,DFW,2020-01-16 08:14,55.9,48.0,74.72,
4855,DFW,2020-01-16 08:53,55.9,48.0,74.72,
4868,DFW,2020-01-16 09:53,55.0,48.0,77.21,
4881,DFW,2020-01-16 10:53,54.0,46.9,76.83,
4892,DFW,2020-01-16 11:44,50.0,46.0,86.06,43.44
4895,DFW,2020-01-16 11:53,48.0,46.0,92.74,42.37
4897,DFW,2020-01-16 11:57,48.0,46.9,95.95,40.81
4900,DFW,2020-01-16 12:09,46.9,46.0,96.66,39.84
4907,DFW,2020-01-16 12:37,46.9,46.0,96.66,39.14
4911,DFW,2020-01-16 12:53,46.9,46.0,96.66,40.37
4919,DFW,2020-01-16 13:27,46.9,46.0,96.66,40.1
4925,DFW,2020-01-16 13:53,46.9,46.0,96.66,40.97
4938,DFW,2020-01-16 14:53,46.0,45.0,96.28,38.93
4948,DFW,2020-01-16 15:40,46.0,45.0,96.28,39.5
4951,DFW,2020-01-16 15:53,46.0,45.0,96.28,40.16
4963,DFW,2020-01-16 16:49,46.4,44.6,93.4,40.33
4965,DFW,2020-01-16 16:53,46.0,45.0,96.28,39.5
4970,DFW,2020-01-16 17:15,46.0,46.0,100.0,40.92
4978,DFW,2020-01-16 17:53,46.0,46.0,100.0,39.82
4991,DFW,2020-01-16 18:53,46.9,46.0,96.66,40.66
4998,DFW,2020-01-16 19:24,48.0,46.9,95.95,42.07
5005,DFW,2020-01-16 19:53,48.0,48.0,100.0,42.69
5009,DFW,2020-01-16 20:08,48.9,48.0,96.69,43.51
5019,DFW,2020-01-16 20:53,50.0,50.0,100.0,45.9
5032,DFW,2020-01-16 21:53,53.1,52.0,96.03,
5038,DFW,2020-01-16 22:16,53.1,52.0,96.03,
5046,DFW,2020-01-16 22:53,53.1,51.1,92.89,
5059,DFW,2020-01-16 23:53,52.0,51.1,96.73,
5071,DFW,2020-01-17 00:53,51.1,50.0,96.0,
5084,DFW,2020-01-17 01:53,50.0,48.0,92.8,45.21
5097,DFW,2020-01-17 02:53,50.0,48.0,92.8,45.54
5110,DFW,2020-01-17 03:53,50.0,46.9,89.04,46.29
5123,DFW,2020-01-17 04:53,48.9,46.9,92.77,44.53
5129,DFW,2020-01-17 05:19,48.9,48.0,96.69,45.38
5134,DFW,2020-01-17 05:37,48.0,48.0,100.0,44.8
5138,DFW,2020-01-17 05:53,48.0,48.0,100.0,43.41
5151,DFW,2020-01-17 06:53,48.0,46.9,95.95,43.41
5164,DFW,2020-01-17 07:53,48.0,48.0,100.0,43.82
5175,DFW,2020-01-17 08:44,48.0,48.0,100.0,43.03
5178,DFW,2020-01-17 08:53,48.0,48.0,100.0,43.03
5191,DFW,2020-01-17 09:53,48.9,48.0,96.69,47.16
5203,DFW,2020-01-17 10:47,48.2,48.2,100.0,43.66
5205,DFW,2020-01-17 10:53,48.9,48.9,100.0,44.93
5209,DFW,2020-01-17 11:07,48.9,48.9,100.0,45.38
5219,DFW,2020-01-17 11:53,48.9,48.9,100.0,45.38
5232,DFW,2020-01-17 12:53,50.0,50.0,100.0,46.72
5245,DFW,2020-01-17 13:53,50.0,50.0,100.0,45.9
5258,DFW,2020-01-17 14:53,50.0,50.0,100.0,46.29
5271,DFW,2020-01-17 15:53,51.1,51.1,100.0,
5284,DFW,2020-01-17 16:53,52.0,52.0,100.0,
5292,DFW,2020-01-17 17:30,50.0,50.0,100.0,47.77
5297,DFW,2020-01-17 17:53,50.0,50.0,100.0,48.44
5310,DFW,2020-01-17 18:53,48.9,48.0,96.69,45.88
5321,DFW,2020-01-17 19:53,48.0,48.0,100.0,
5334,DFW,2020-01-17 20:53,50.0,50.0,100.0,47.21
5338,DFW,2020-01-17 21:06,50.0,50.0,100.0,47.77
5346,DFW,2020-01-17 21:41,51.1,51.1,100.0,
5349,DFW,2020-01-17 21:53,51.1,51.1,100.0,
5362,DFW,2020-01-17 22:53,52.0,52.0,100.0,
5369,DFW,2020-01-17 23:23,51.1,51.1,100.0,
5376,DFW,2020-01-17 23:53,52.0,51.1,96.73,
5389,DFW,2020-01-18 00:53,52.0,52.0,100.0,
5391,DFW,2020-01-18 00:57,52.0,52.0,100.0,
5403,DFW,2020-01-18 01:53,53.1,53.1,100.0,
5407,DFW,2020-01-18 02:10,53.1,53.1,100.0,
5416,DFW,2020-01-18 02:53,55.9,55.9,100.0,
5423,DFW,2020-01-18 03:23,55.0,55.0,100.0,
5428,DFW,2020-01-18 03:43,55.0,55.0,100.0,
5431,DFW,2020-01-18 03:53,55.9,55.9,100.0,
5438,DFW,2020-01-18 04:24,61.0,60.1,96.85,
5440,DFW,2020-01-18 04:27,61.0,60.1,96.85,
5446,DFW,2020-01-18 04:53,62.1,60.1,93.16,
5459,DFW,2020-01-18 05:53,61.0,59.0,93.12,
5472,DFW,2020-01-18 06:53,61.0,59.0,93.12,
5485,DFW,2020-01-18 07:53,60.1,57.9,92.43,
5497,DFW,2020-01-18 08:46,59.0,57.9,96.13,
5499,DFW,2020-01-18 08:53,59.0,57.9,96.13,
5512,DFW,2020-01-18 09:53,59.0,57.9,96.13,
5523,DFW,2020-01-18 10:41,60.1,57.9,92.43,
5526,DFW,2020-01-18 10:53,60.1,57.9,92.43,
5539,DFW,2020-01-18 11:53,57.9,55.9,93.04,
5552,DFW,2020-01-18 12:53,55.9,52.0,86.71,
5565,DFW,2020-01-18 13:53,53.1,48.9,85.59,
5578,DFW,2020-01-18 14:53,53.1,46.0,76.75,
5591,DFW,2020-01-18 15:53,53.1,43.0,68.46,
5604,DFW,2020-01-18 16:53,53.1,42.1,66.13,
5617,DFW,2020-01-18 17:53,53.1,41.0,63.38,
5630,DFW,2020-01-18 18:53,54.0,37.0,52.45,
5643,DFW,2020-01-18 19:53,55.0,37.0,50.58,
5656,DFW,2020-01-18 20:53,54.0,34.0,46.57,
5669,DFW,2020-01-18 21:53,54.0,30.9,41.11,
5682,DFW,2020-01-18 22:53,53.1,28.9,39.16,
5695,DFW,2020-01-18 23:53,50.0,26.1,39.14,43.66
5708,DFW,2020-01-19 00:53,48.0,26.1,42.17,41.79
5721,DFW,2020-01-19 01:53,46.9,25.0,41.99,40.97
5734,DFW,2020-01-19 02:53,45.0,24.1,43.46,38.89
5747,DFW,2020-01-19 03:53,42.1,25.0,50.42,35.63
5760,DFW,2020-01-19 04:53,41.0,26.1,55.07,34.7
5773,DFW,2020-01-19 05:53,37.9,26.1,62.14,31.97
5786,DFW,2020-01-19 06:53,37.0,25.0,61.5,30.27
5799,DFW,2020-01-19 07:53,37.0,25.0,61.5,30.27
5812,DFW,2020-01-19 08:53,36.0,25.0,63.98,29.04
5825,DFW,2020-01-19 09:53,35.1,26.1,69.41,29.26
5838,DFW,2020-01-19 10:53,34.0,27.0,75.26,28.77
5851,DFW,2020-01-19 11:53,34.0,27.0,75.26,28.77
5864,DFW,2020-01-19 12:53,34.0,25.0,69.28,27.94
5877,DFW,2020-01-19 13:53,33.1,26.1,75.18,27.7
5890,DFW,2020-01-19 14:53,39.0,27.0,61.78,34.71
5903,DFW,2020-01-19 15:53,43.0,21.9,42.77,38.78
5916,DFW,2020-01-19 16:53,46.9,17.1,30.04,44.09
5929,DFW,2020-01-19 17:53,48.0,18.0,29.96,
5942,DFW,2020-01-19 18:53,50.0,18.0,27.8,47.77
5955,DFW,2020-01-19 19:53,52.0,16.0,23.68,
5968,DFW,2020-01-19 20:53,52.0,19.0,26.95,
5981,DFW,2020-01-19 21:53,53.1,19.9,26.89,
5994,DFW,2020-01-19 22:53,52.0,19.9,28.01,
6007,DFW,2020-01-19 23:53,48.0,21.0,34.05,46.1
6020,DFW,2020-01-20 00:53,50.0,21.9,32.83,49.27
6033,DFW,2020-01-20 01:53,48.0,23.0,37.06,45.4
6046,DFW,2020-01-20 02:53,46.0,26.1,45.47,42.39
6059,DFW,2020-01-20 03:53,44.1,28.0,52.86,40.1
6072,DFW,2020-01-20 04:53,44.1,28.0,52.86,39.53
6085,DFW,2020-01-20 05:53,44.1,28.9,54.85,40.77
6098,DFW,2020-01-20 06:53,43.0,30.0,59.83,38.78
6111,DFW,2020-01-20 07:53,42.1,30.9,64.24,37.69
6124,DFW,2020-01-20 08:53,41.0,28.9,61.79,36.37
6137,DFW,2020-01-20 09:53,39.0,28.0,64.37,34.71
6150,DFW,2020-01-20 10:53,39.0,28.0,64.37,35.59
6163,DFW,2020-01-20 11:53,36.0,26.1,66.97,32.09
6176,DFW,2020-01-20 12:53,37.0,26.1,64.38,
6189,DFW,2020-01-20 13:53,37.0,26.1,64.38,
6202,DFW,2020-01-20 14:53,41.0,26.1,55.07,38.98
6215,DFW,2020-01-20 15:53,43.0,24.1,46.91,41.26
6228,DFW,2020-01-20 16:53,46.0,23.0,39.96,43.77
6241,DFW,2020-01-20 17:53,48.9,24.1,37.52,
6254,DFW,2020-01-20 18:53,51.1,24.1,34.57,
6267,DFW,2020-01-20 19:53,54.0,23.0,29.67,
6280,DFW,2020-01-20 20:53,55.9,23.0,27.69,
6293,DFW,2020-01-20 21:53,55.0,23.0,28.61,
6306,DFW,2020-01-20 22:53,54.0,25.0,32.26,
6319,DFW,2020-01-20 23:53,51.1,24.1,34.57,
6332,DFW,2020-01-21 00:53,48.0,26.1,42.17,46.1
6345,DFW,2020-01-21 01:53,46.9,27.0,45.62,44.82
6358,DFW,2020-01-21 02:53,45.0,27.0,49.02,41.83
6371,DFW,2020-01-21 03:53,43.0,28.0,55.14,38.78
6384,DFW,2020-01-21 04:53,42.1,28.9,59.22,39.21
6397,DFW,2020-01-21 05:53,41.0,28.9,61.79,38.98
6410,DFW,2020-01-21 06:53,42.1,28.9,59.22,
6423,DFW,2020-01-21 07:53,39.0,28.0,64.37,
6436,DFW,2020-01-21 08:53,39.9,28.9,64.49,
6449,DFW,2020-01-21 09:53,37.0,28.9,72.24,32.33
6462,DFW,2020-01-21 10:53,34.0,28.9,81.37,30.97
6475,DFW,2020-01-21 11:53,36.0,30.0,78.6,32.09
6488,DFW,2020-01-21 12:53,37.0,30.9,78.37,33.26
6501,DFW,2020-01-21 13:53,37.0,30.0,75.56,
6514,DFW,2020-01-21 14:53,41.0,33.1,73.25,37.08
6527,DFW,2020-01-21 15:53,44.1,34.0,67.41,39.53
6540,DFW,2020-01-21 16:53,46.9,33.1,58.47,42.47
6553,DFW,2020-01-21 17:53,48.9,32.0,51.89,45.88
6566,DFW,2020-01-21 18:53,48.9,32.0,51.89,45.88
6579,DFW,2020-01-21 19:53,50.0,33.1,52.06,46.72
6592,DFW,2020-01-21 20:53,51.1,35.1,54.13,
6605,DFW,2020-01-21 21:53,51.1,34.0,51.81,
6618,DFW,2020-01-21 22:53,50.0,34.0,53.97,44.63
6631,DFW,2020-01-21 23:53,48.0,34.0,58.16,42.69
6644,DFW,2020-01-22 00:53,46.9,34.0,60.61,40.97
6657,DFW,2020-01-22 01:53,46.0,33.1,60.49,39.21
6670,DFW,2020-01-22 02:53,46.0,32.0,57.87,39.5
6683,DFW,2020-01-22 03:53,44.1,36.0,72.99,39.53
6696,DFW,2020-01-22 04:53,43.0,37.0,79.19,37.19
6709,DFW,2020-01-22 05:53,42.1,37.0,81.98,35.23
6722,DFW,2020-01-22 06:53,41.0,37.0,85.54,32.76
6735,DFW,2020-01-22 07:53,39.9,37.9,92.48,32.06
6748,DFW,2020-01-22 08:53,39.9,39.0,96.55,32.87
6754,DFW,2020-01-22 09:19,39.9,39.0,96.55,32.06
6762,DFW,2020-01-22 09:53,39.9,37.9,92.48,32.06
6775,DFW,2020-01-22 10:53,39.0,37.9,95.78,30.91
6777,DFW,2020-01-22 11:00,39.0,37.9,95.78,30.19
6788,DFW,2020-01-22 11:53,39.0,37.9,95.78,29.54
6801,DFW,2020-01-22 12:53,39.0,37.9,95.78,30.19
6806,DFW,2020-01-22 13:11,39.0,37.9,95.78,29.54
6809,DFW,2020-01-22 13:22,39.0,37.9,95.78,30.54
6812,DFW,2020-01-22 13:31,39.0,37.9,95.78,30.54
6817,DFW,2020-01-22 13:53,39.0,39.0,100.0,30.54
6830,DFW,2020-01-22 14:53,39.0,37.9,95.78,30.54
6843,DFW,2020-01-22 15:53,39.0,37.9,95.78,30.54
6856,DFW,2020-01-22 16:53,39.9,39.0,96.55,32.87
6869,DFW,2020-01-22 17:53,41.0,39.9,95.82,33.84
6882,DFW,2020-01-22 18:53,41.0,39.9,95.82,34.7
6888,DFW,2020-01-22 19:18,41.0,41.0,100.0,35.2
6896,DFW,2020-01-22 19:53,41.0,41.0,100.0,34.25
6909,DFW,2020-01-22 20:53,42.1,41.0,95.84,34.18
6915,DFW,2020-01-22 21:17,42.1,42.1,100.0,34.18
6921,DFW,2020-01-22 21:43,43.0,42.1,96.6,35.66
6924,DFW,2020-01-22 21:53,43.0,42.1,96.6,35.66
6937,DFW,2020-01-22 22:53,44.1,43.0,95.88,37.76
6943,DFW,2020-01-22 23:18,44.1,43.0,95.88,38.14
6951,DFW,2020-01-22 23:53,44.1,43.0,95.88,38.14
6964,DFW,2020-01-23 00:53,44.1,43.0,95.88,38.56
6977,DFW,2020-01-23 01:53,44.1,44.1,100.0,42.52
6985,DFW,2020-01-23 02:28,44.1,43.0,95.88,39.02
6991,DFW,2020-01-23 02:53,44.1,44.1,100.0,38.56
7004,DFW,2020-01-23 03:53,44.1,44.1,100.0,38.14
7014,DFW,2020-01-23 04:36,45.0,45.0,100.0,39.68
7018,DFW,2020-01-23 04:53,45.0,45.0,100.0,40.13
7025,DFW,2020-01-23 05:22,45.0,45.0,100.0,40.63
7032,DFW,2020-01-23 05:53,45.0,45.0,100.0,40.63
7045,DFW,2020-01-23 06:53,45.0,45.0,100.0,
7058,DFW,2020-01-23 07:53,46.0,46.0,100.0,43.77
7068,DFW,2020-01-23 08:37,46.0,46.0,100.0,44.69
7072,DFW,2020-01-23 08:53,46.0,46.0,100.0,43.77
7079,DFW,2020-01-23 09:22,46.0,46.0,100.0,43.02
7086,DFW,2020-01-23 09:53,46.0,46.0,100.0,41.84
7095,DFW,2020-01-23 10:32,46.0,46.0,100.0,43.02
7100,DFW,2020-01-23 10:53,46.0,46.0,100.0,43.02
7113,DFW,2020-01-23 11:53,45.0,45.0,100.0,39.68
7126,DFW,2020-01-23 12:53,44.1,44.1,100.0,39.02
7138,DFW,2020-01-23 13:46,44.1,44.1,100.0,38.14
7140,DFW,2020-01-23 13:53,44.1,44.1,100.0,38.56
7153,DFW,2020-01-23 14:53,45.0,44.1,96.63,38.55
7159,DFW,2020-01-23 15:19,45.0,44.1,96.63,38.22
7164,DFW,2020-01-23 15:38,45.0,43.0,92.65,37.92
7168,DFW,2020-01-23 15:53,45.0,43.0,92.65,37.92
7181,DFW,2020-01-23 16:53,46.9,43.0,86.21,40.97
7188,DFW,2020-01-23 17:24,48.9,44.1,83.42,42.95
7195,DFW,2020-01-23 17:53,50.0,43.0,76.76,44.91
7204,DFW,2020-01-23 18:34,51.1,43.0,73.69,
7209,DFW,2020-01-23 18:53,53.1,43.0,68.46,
7222,DFW,2020-01-23 19:53,55.0,43.0,63.86,
7235,DFW,2020-01-23 20:53,55.0,41.0,59.13,
7248,DFW,2020-01-23 21:53,57.0,41.0,54.99,
7261,DFW,2020-01-23 22:53,55.0,39.9,56.66,
7274,DFW,2020-01-23 23:53,54.0,39.0,56.74,
7287,DFW,2020-01-24 00:53,51.1,37.9,60.46,
7300,DFW,2020-01-24 01:53,50.0,37.0,60.79,46.29
7313,DFW,2020-01-24 02:53,48.9,36.0,60.88,44.93
7326,DFW,2020-01-24 03:53,46.9,36.0,65.63,42.47
7339,DFW,2020-01-24 04:53,46.0,36.0,67.9,40.92
7352,DFW,2020-01-24 05:53,45.0,35.1,68.05,39.27
7365,DFW,2020-01-24 06:53,44.1,35.1,70.43,38.14
7378,DFW,2020-01-24 07:53,46.0,34.0,62.71,40.52
7391,DFW,2020-01-24 08:53,44.1,34.0,67.41,38.56
7404,DFW,2020-01-24 09:53,42.1,32.0,67.17,36.55
7417,DFW,2020-01-24 10:53,42.1,32.0,67.17,36.55
7430,DFW,2020-01-24 11:53,39.9,32.0,73.14,32.87
7443,DFW,2020-01-24 12:53,41.0,32.0,70.08,33.84
7456,DFW,2020-01-24 13:53,41.0,33.1,73.25,34.25
7469,DFW,2020-01-24 14:53,44.1,33.1,65.02,36.76
7482,DFW,2020-01-24 15:53,46.0,33.1,60.49,38.18
7495,DFW,2020-01-24 16:53,48.9,33.1,54.24,44.53
7508,DFW,2020-01-24 17:53,52.0,34.0,50.12,
7521,DFW,2020-01-24 18:53,53.1,34.0,48.13,
7534,DFW,2020-01-24 19:53,55.9,32.0,40.1,
7547,DFW,2020-01-24 20:53,57.9,30.9,35.69,
7560,DFW,2020-01-24 21:53,59.0,30.0,33.08,
7573,DFW,2020-01-24 22:53,57.9,30.9,35.69,
7586,DFW,2020-01-24 23:53,53.1,30.0,40.96,
7599,DFW,2020-01-25 00:53,48.9,32.0,51.89,
7612,DFW,2020-01-25 01:53,48.9,33.1,54.24,48.01
7625,DFW,2020-01-25 02:53,48.0,33.1,56.1,46.1
7638,DFW,2020-01-25 03:53,46.9,33.1,58.47,45.72
7651,DFW,2020-01-25 04:53,44.1,33.1,65.02,41.55
7664,DFW,2020-01-25 05:53,44.1,33.1,65.02,41.55
7677,DFW,2020-01-25 06:53,44.1,32.0,62.21,41.55
7690,DFW,2020-01-25 07:53,43.0,32.0,64.88,40.27
7703,DFW,2020-01-25 08:53,41.0,32.0,70.08,37.93
7716,DFW,2020-01-25 09:53,41.0,32.0,70.08,37.93
7729,DFW,2020-01-25 10:53,41.0,32.0,70.08,37.93
7742,DFW,2020-01-25 11:53,39.9,32.0,73.14,35.78
7755,DFW,2020-01-25 12:53,39.9,32.0,73.14,36.65
7768,DFW,2020-01-25 13:53,37.9,33.1,82.66,33.4
7781,DFW,2020-01-25 14:53,46.0,36.0,67.9,42.39
7794,DFW,2020-01-25 15:53,52.0,37.0,56.45,
7807,DFW,2020-01-25 16:53,55.9,36.0,47.05,
7820,DFW,2020-01-25 17:53,60.1,37.9,43.61,
7833,DFW,2020-01-25 18:53,62.1,37.0,39.21,
7846,DFW,2020-01-25 19:53,64.0,39.9,41.09,
7859,DFW,2020-01-25 20:53,64.9,46.0,50.32,
7872,DFW,2020-01-25 21:53,62.1,46.9,57.43,
7885,DFW,2020-01-25 22:53,61.0,46.9,59.71,
7898,DFW,2020-01-25 23:53,61.0,48.0,62.23,
7911,DFW,2020-01-26 00:53,59.0,46.9,64.12,
7924,DFW,2020-01-26 01:53,59.0,46.9,64.12,
7937,DFW,2020-01-26 02:53,59.0,48.0,66.83,
7950,DFW,2020-01-26 03:53,59.0,51.1,75.02,
7963,DFW,2020-01-26 04:53,57.9,52.0,80.67,
7976,DFW,2020-01-26 05:53,57.0,52.0,83.33,
7989,DFW,2020-01-26 06:53,57.0,53.1,86.77,
8002,DFW,2020-01-26 07:53,57.0,54.0,89.68,
8015,DFW,2020-01-26 08:53,55.9,54.0,93.32,
8028,DFW,2020-01-26 09:53,54.0,53.1,96.76,
8041,DFW,2020-01-26 10:53,50.0,50.0,100.0,46.72
8054,DFW,2020-01-26 11:53,50.0,50.0,100.0,46.72
8067,DFW,2020-01-26 12:53,53.1,51.1,92.89,
8080,DFW,2020-01-26 13:53,51.1,48.9,92.14,
8093,DFW,2020-01-26 14:53,51.1,48.9,92.14,
8098,DFW,2020-01-26 15:11,51.1,48.9,92.14,
8107,DFW,2020-01-26 15:53,54.0,50.0,86.29,
8120,DFW,2020-01-26 16:53,55.9,51.1,83.88,
8133,DFW,2020-01-26 17:53,60.1,51.1,72.13,
8146,DFW,2020-01-26 18:53,60.1,52.0,74.57,
8159,DFW,2020-01-26 19:53,57.9,51.1,78.03,
8172,DFW,2020-01-26 20:53,61.0,51.1,69.86,
8176,DFW,2020-01-26 21:09,62.1,51.1,67.19,
8186,DFW,2020-01-26 21:53,63.0,51.1,65.09,
8199,DFW,2020-01-26 22:53,62.1,51.1,67.19,
8212,DFW,2020-01-26 23:53,57.9,48.9,71.9,
8225,DFW,2020-01-27 00:53,55.0,48.9,79.85,
8238,DFW,2020-01-27 01:53,53.1,48.9,85.59,
8251,DFW,2020-01-27 02:53,53.1,48.9,85.59,
8264,DFW,2020-01-27 03:53,52.0,48.9,89.13,
8277,DFW,2020-01-27 04:53,50.0,48.0,92.8,
8290,DFW,2020-01-27 05:53,50.0,48.9,95.98,49.27
8303,DFW,2020-01-27 06:53,48.9,48.0,96.69,47.16
8314,DFW,2020-01-27 07:41,46.9,46.9,100.0,
8316,DFW,2020-01-27 07:49,46.4,46.4,100.0,
8318,DFW,2020-01-27 07:53,46.0,46.0,100.0,
8321,DFW,2020-01-27 08:03,45.0,45.0,100.0,
8332,DFW,2020-01-27 08:53,46.0,46.0,100.0,
8345,DFW,2020-01-27 09:53,43.0,43.0,100.0,
8349,DFW,2020-01-27 10:09,42.1,42.1,100.0,
8354,DFW,2020-01-27 10:26,42.1,42.1,100.0,
8360,DFW,2020-01-27 10:53,42.1,42.1,100.0,40.23
8373,DFW,2020-01-27 11:53,41.0,41.0,100.0,38.98
8384,DFW,2020-01-27 12:44,39.9,39.9,100.0,
8387,DFW,2020-01-27 12:53,41.0,41.0,100.0,
8400,DFW,2020-01-27 13:53,44.1,44.1,100.0,
8413,DFW,2020-01-27 14:53,46.0,46.0,100.0,43.77
8426,DFW,2020-01-27 15:53,46.9,46.9,100.0,44.09
8439,DFW,2020-01-27 16:53,48.9,48.9,100.0,46.47
8446,DFW,2020-01-27 17:22,50.0,50.0,100.0,47.77
8450,DFW,2020-01-27 17:39,50.0,50.0,100.0,47.77
8454,DFW,2020-01-27 17:53,51.1,50.0,96.0,
8467,DFW,2020-01-27 18:53,60.1,51.1,72.13,
8480,DFW,2020-01-27 19:53,64.0,50.0,60.34,
8493,DFW,2020-01-27 20:53,64.0,48.9,57.91,
8506,DFW,2020-01-27 21:53,61.0,50.0,67.06,
8519,DFW,2020-01-27 22:53,57.9,48.0,69.52,
8532,DFW,2020-01-27 23:53,55.0,48.0,77.21,
8545,DFW,2020-01-28 00:53,52.0,48.0,86.17,
8556,DFW,2020-01-28 01:53,53.1,48.0,82.76,
8569,DFW,2020-01-28 02:53,52.0,48.0,86.17,
8582,DFW,2020-01-28 03:53,51.1,48.0,89.09,
8595,DFW,2020-01-28 04:53,52.0,48.9,89.13,
8603,DFW,2020-01-28 05:27,52.0,48.9,89.13,
8609,DFW,2020-01-28 05:53,51.1,48.9,92.14,
8618,DFW,2020-01-28 06:34,51.1,50.0,96.0,
8621,DFW,2020-01-28 06:44,51.1,50.0,96.0,
8624,DFW,2020-01-28 06:53,51.1,50.0,96.0,
8632,DFW,2020-01-28 07:28,52.0,51.1,96.73,
8638,DFW,2020-01-28 07:53,52.0,51.1,96.73,
8644,DFW,2020-01-28 08:19,53.1,51.1,92.89,
8652,DFW,2020-01-28 08:53,52.0,51.1,96.73,
8662,DFW,2020-01-28 09:38,54.0,52.0,92.92,
8666,DFW,2020-01-28 09:53,54.0,52.0,92.92,
8670,DFW,2020-01-28 10:08,54.0,52.0,92.92,
8680,DFW,2020-01-28 10:53,53.1,52.0,96.03,
8687,DFW,2020-01-28 11:22,53.1,52.0,96.03,
8691,DFW,2020-01-28 11:38,52.0,52.0,100.0,
8693,DFW,2020-01-28 11:44,52.0,52.0,100.0,
8696,DFW,2020-01-28 11:53,52.0,51.1,96.73,
8698,DFW,2020-01-28 11:59,52.0,52.0,100.0,
8703,DFW,2020-01-28 12:16,52.0,52.0,100.0,
8711,DFW,2020-01-28 12:53,53.1,51.1,92.89,
8715,DFW,2020-01-28 13:09,52.0,51.1,96.73,
8720,DFW,2020-01-28 13:29,52.0,50.0,92.86,
8726,DFW,2020-01-28 13:53,51.1,50.0,96.0,
8739,DFW,2020-01-28 14:53,52.0,51.1,96.73,
8752,DFW,2020-01-28 15:53,53.1,51.1,92.89,
8761,DFW,2020-01-28 16:35,53.1,52.0,96.03,
8763,DFW,2020-01-28 16:44,53.1,52.0,96.03,
8766,DFW,2020-01-28 16:53,53.1,52.0,96.03,
8779,DFW,2020-01-28 17:53,54.0,53.1,96.76,
8792,DFW,2020-01-28 18:53,55.0,53.1,93.29,
8798,DFW,2020-01-28 19:17,57.0,54.0,89.68,
8802,DFW,2020-01-28 19:35,57.9,54.0,86.82,
8806,DFW,2020-01-28 19:53,60.1,54.0,80.25,
8813,DFW,2020-01-28 20:23,62.1,53.1,72.33,
8822,DFW,2020-01-28 21:04,60.1,52.0,74.57,
8827,DFW,2020-01-28 21:25,60.1,53.1,77.65,
8828,DFW,2020-01-28 21:27,60.1,53.1,77.65,
8832,DFW,2020-01-28 21:44,59.0,54.0,83.46,
8835,DFW,2020-01-28 21:53,57.9,54.0,86.82,
8839,DFW,2020-01-28 22:08,55.9,50.0,80.52,
8845,DFW,2020-01-28 22:32,54.0,46.9,76.83,
8850,DFW,2020-01-28 22:53,53.1,45.0,73.89,
8863,DFW,2020-01-28 23:53,46.9,39.9,76.48,39.59
8866,DFW,2020-01-29 00:04,46.0,39.0,76.4,37.95
8877,DFW,2020-01-29 00:53,45.0,37.9,76.01,36.19
8890,DFW,2020-01-29 01:53,43.0,37.9,82.04,35.34
8901,DFW,2020-01-29 02:53,43.0,37.0,79.19,33.98
8914,DFW,2020-01-29 03:53,43.0,37.0,79.19,34.49
8927,DFW,2020-01-29 04:53,41.0,37.9,88.62,32.45
8931,DFW,2020-01-29 05:09,41.0,37.9,88.62,32.76
8941,DFW,2020-01-29 05:53,39.9,37.9,92.48,30.42
8945,DFW,2020-01-29 06:10,39.9,39.0,96.55,31.02
8954,DFW,2020-01-29 06:53,39.9,37.9,92.48,29.88
8959,DFW,2020-01-29 07:13,39.0,37.9,95.78,28.69
8963,DFW,2020-01-29 07:29,39.0,37.9,95.78,28.69
8969,DFW,2020-01-29 07:53,39.0,37.9,95.78,29.54
8982,DFW,2020-01-29 08:53,39.0,37.9,95.78,29.85
8989,DFW,2020-01-29 09:25,39.0,37.0,92.45,29.54
8995,DFW,2020-01-29 09:53,39.0,37.0,92.45,28.44
9008,DFW,2020-01-29 10:53,37.9,36.0,92.78,27.24
9021,DFW,2020-01-29 11:53,37.9,36.0,92.78,28.11
9034,DFW,2020-01-29 12:53,39.0,36.0,88.87,29.25
9047,DFW,2020-01-29 13:53,39.0,37.0,92.45,28.96
9060,DFW,2020-01-29 14:53,39.0,37.0,92.45,28.69
9073,DFW,2020-01-29 15:53,41.0,37.9,88.62,32.45
9086,DFW,2020-01-29 16:53,42.1,37.0,81.98,33.87
9098,DFW,2020-01-29 17:49,42.8,37.4,81.07,34.22
9100,DFW,2020-01-29 17:53,43.0,37.0,79.19,34.49
9113,DFW,2020-01-29 18:53,43.0,37.0,79.19,35.66
9126,DFW,2020-01-29 19:53,44.1,37.0,75.93,37.07
9139,DFW,2020-01-29 20:53,44.1,37.0,75.93,37.4
9152,DFW,2020-01-29 21:53,44.1,37.0,75.93,37.4
9165,DFW,2020-01-29 22:53,44.1,37.0,75.93,38.14
9178,DFW,2020-01-29 23:53,43.0,36.0,76.12,36.76
9191,DFW,2020-01-30 00:53,43.0,36.0,76.12,37.19
9204,DFW,2020-01-30 01:53,42.1,36.0,78.8,36.55
9217,DFW,2020-01-30 02:53,42.1,36.0,78.8,35.23
9230,DFW,2020-01-30 03:53,42.1,36.0,78.8,35.23
9243,DFW,2020-01-30 04:53,42.1,36.0,78.8,36.07
9256,DFW,2020-01-30 05:53,42.1,36.0,78.8,36.55
